GO	GO_Desc	Count
GO:0070402	NADPH binding	7
GO:0001056	RNA polymerase III activity	6
GO:0003779	actin binding	6
GO:0004181	metallocarboxypeptidase activity	6
GO:0004298	threonine-type endopeptidase activity	6
GO:0004467	long-chain fatty acid-CoA ligase activity	6
GO:0004525	ribonuclease III activity	6
GO:0004571	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	6
GO:0004656	procollagen-proline 4-dioxygenase activity	6
GO:0004806	triacylglycerol lipase activity	6
GO:0005471	ATP:ADP antiporter activity	6
GO:0005543	phospholipid binding	6
GO:0008097	5S rRNA binding	6
GO:0008107	galactoside 2-alpha-L-fucosyltransferase activity	6
GO:0010436	carotenoid dioxygenase activity	6
GO:0015250	water channel activity	6
GO:0015385	sodium:proton antiporter activity	6
GO:0016274	protein-arginine N-methyltransferase activity	6
GO:0016811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	6
GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	6
GO:0017108	5'-flap endonuclease activity	6
GO:0019829	ATPase-coupled monoatomic cation transmembrane transporter activity	6
GO:0019888	protein phosphatase regulator activity	6
GO:0030151	molybdenum ion binding	6
GO:0030234	enzyme regulator activity	6
GO:0030544	Hsp70 protein binding	6
GO:0030674	protein-macromolecule adaptor activity	6
GO:0031624	ubiquitin conjugating enzyme binding	6
GO:0036402	proteasome-activating activity	6
GO:0051117	ATPase binding	6
GO:0061608	nuclear import signal receptor activity	6
GO:0070180	large ribosomal subunit rRNA binding	6
GO:0070403	NAD+ binding	6
GO:0000062	fatty-acyl-CoA binding	5
GO:0000774	adenyl-nucleotide exchange factor activity	5
GO:0003725	double-stranded RNA binding	5
GO:0003886	DNA (cytosine-5-)-methyltransferase activity	5
GO:0004096	catalase activity	5
GO:0004185	serine-type carboxypeptidase activity	5
GO:0004312	fatty acid synthase activity	5
GO:0004356	glutamine synthetase activity	5
GO:0004364	glutathione transferase activity	5
GO:0004427	inorganic diphosphate phosphatase activity	5
GO:0004518	nuclease activity	5
GO:0004521	RNA endonuclease activity	5
GO:0004556	alpha-amylase activity	5
GO:0004565	beta-galactosidase activity	5
GO:0004693	cyclin-dependent protein serine/threonine kinase activity	5
GO:0004713	protein tyrosine kinase activity	5
GO:0004743	pyruvate kinase activity	5
GO:0004784	superoxide dismutase activity	5
GO:0005200	structural constituent of cytoskeleton	5
GO:0005227	calcium-activated cation channel activity	5
GO:0005381	iron ion transmembrane transporter activity	5
GO:0008276	protein methyltransferase activity	5
GO:0008378	galactosyltransferase activity	5
GO:0008379	thioredoxin peroxidase activity	5
GO:0015204	urea transmembrane transporter activity	5
GO:0015925	galactosidase activity	5
GO:0016209	antioxidant activity	5
GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	5
GO:0016730	oxidoreductase activity, acting on iron-sulfur proteins as donors	5
GO:0016836	hydro-lyase activity	5
GO:0016872	intramolecular lyase activity	5
GO:0017116	single-stranded DNA helicase activity	5
GO:0019172	glyoxalase III activity	5
GO:0019905	syntaxin binding	5
GO:0030060	L-malate dehydrogenase (NAD+) activity	5
GO:0030515	snoRNA binding	5
GO:0030955	potassium ion binding	5
GO:0038023	signaling receptor activity	5
GO:0042132	fructose 1,6-bisphosphate 1-phosphatase activity	5
GO:0042162	telomeric DNA binding	5
GO:0043021	ribonucleoprotein complex binding	5
GO:0043539	protein serine/threonine kinase activator activity	5
GO:0046873	metal ion transmembrane transporter activity	5
GO:0051011	microtubule minus-end binding	5
GO:0051879	Hsp90 protein binding	5
GO:0051959	dynein light intermediate chain binding	5
GO:0052689	carboxylic ester hydrolase activity	5
GO:0061631	ubiquitin conjugating enzyme activity	5
GO:0070181	small ribosomal subunit rRNA binding	5
GO:0097602	cullin family protein binding	5
GO:0000339	RNA cap binding	4
GO:0000340	RNA 7-methylguanosine cap binding	4
GO:0001006	RNA polymerase III type 3 promoter sequence-specific DNA binding	4
GO:0003756	protein disulfide isomerase activity	4
GO:0003885	D-arabinono-1,4-lactone oxidase activity	4
GO:0003904	deoxyribodipyrimidine photo-lyase activity	4
GO:0003917	DNA topoisomerase type I (single strand cut, ATP-independent) activity	4
GO:0003955	NAD(P)H dehydrogenase (quinone) activity	4
GO:0003977	UDP-N-acetylglucosamine diphosphorylase activity	4
GO:0003989	acetyl-CoA carboxylase activity	4
GO:0003997	acyl-CoA oxidase activity	4
GO:0004017	adenylate kinase activity	4
GO:0004029	aldehyde dehydrogenase (NAD+) activity	4
GO:0004045	aminoacyl-tRNA hydrolase activity	4
GO:0004124	cysteine synthase activity	4
GO:0004129	cytochrome-c oxidase activity	4
GO:0004177	aminopeptidase activity	4
GO:0004239	initiator methionyl aminopeptidase activity	4
GO:0004332	fructose-bisphosphate aldolase activity	4
GO:0004499	N,N-dimethylaniline monooxygenase activity	4
GO:0004534	5'-3' RNA exonuclease activity	4
GO:0004620	phospholipase activity	4
GO:0004668	protein-arginine deiminase activity	4
GO:0004725	protein tyrosine phosphatase activity	4
GO:0004739	pyruvate dehydrogenase (acetyl-transferring) activity	4
GO:0004791	thioredoxin-disulfide reductase (NADPH) activity	4
GO:0005049	nuclear export signal receptor activity	4
GO:0008113	peptide-methionine (S)-S-oxide reductase activity	4
GO:0008131	primary methylamine oxidase activity	4
GO:0008143	poly(A) binding	4
GO:0008234	cysteine-type peptidase activity	4
GO:0008301	DNA binding, bending	4
GO:0008311	double-stranded DNA 3'-5' DNA exonuclease activity	4
GO:0008381	mechanosensitive monoatomic ion channel activity	4
GO:0008420	RNA polymerase II CTD heptapeptide repeat phosphatase activity	4
GO:0008553	P-type proton-exporting transporter activity	4
GO:0015038	glutathione disulfide oxidoreductase activity	4
GO:0015078	proton transmembrane transporter activity	4
GO:0015079	potassium ion transmembrane transporter activity	4
GO:0015144	carbohydrate transmembrane transporter activity	4
GO:0015386	potassium:proton antiporter activity	4
GO:0015421	ABC-type oligopeptide transporter activity	4
GO:0015631	tubulin binding	4
GO:0016149	translation release factor activity, codon specific	4
GO:0016263	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase activity	4
GO:0016407	acetyltransferase activity	4
GO:0016624	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor	4
GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors	4
GO:0016636	oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor	4
GO:0016671	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor	4
GO:0016717	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	4
GO:0016788	hydrolase activity, acting on ester bonds	4
GO:0016817	hydrolase activity, acting on acid anhydrides	4
GO:0016846	carbon-sulfur lyase activity	4
GO:0016851	magnesium chelatase activity	4
GO:0017150	tRNA dihydrouridine synthase activity	4
GO:0019706	protein-cysteine S-palmitoyltransferase activity	4
GO:0019901	protein kinase binding	4
GO:0030276	clathrin binding	4
GO:0032549	ribonucleoside binding	4
GO:0032977	membrane insertase activity	4
GO:0042500	aspartic endopeptidase activity, intramembrane cleaving	4
GO:0042803	protein homodimerization activity	4
GO:0043138	3'-5' DNA helicase activity	4
GO:0044877	protein-containing complex binding	4
GO:0045158	electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity	4
GO:0046481	digalactosyldiacylglycerol synthase activity	4
GO:0046592	polyamine oxidase activity	4
GO:0046921	alpha-(1->6)-fucosyltransferase activity	4
GO:0047632	agmatine deiminase activity	4
GO:0070628	proteasome binding	4
GO:0071618	lysophosphatidylethanolamine acyltransferase activity	4
GO:0080019	alcohol-forming very long-chain fatty acyl-CoA reductase activity	4
GO:0140993	histone modifying activity	4
GO:1990817	poly(A) RNA polymerase activity	4
GO:0000026	alpha-1,2-mannosyltransferase activity	3
GO:0000155	phosphorelay sensor kinase activity	3
GO:0003689	DNA clamp loader activity	3
GO:0003691	double-stranded telomeric DNA binding	3
GO:0003774	cytoskeletal motor activity	3
GO:0003830	beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	3
GO:0003872	6-phosphofructokinase activity	3
GO:0003896	DNA primase activity	3
GO:0003910	DNA ligase (ATP) activity	3
GO:0003995	acyl-CoA dehydrogenase activity	3
GO:0004032	aldose reductase (NADPH) activity	3
GO:0004033	aldo-keto reductase (NADPH) activity	3
GO:0004042	L-glutamate N-acetyltransferase activity	3
GO:0004067	asparaginase activity	3
GO:0004109	coproporphyrinogen oxidase activity	3
GO:0004114	3',5'-cyclic-nucleotide phosphodiesterase activity	3
GO:0004301	epoxide hydrolase activity	3
GO:0004362	glutathione-disulfide reductase (NADPH) activity	3
GO:0004462	lactoylglutathione lyase activity	3
GO:0004470	malic enzyme activity	3
GO:0004502	kynurenine 3-monooxygenase activity	3
GO:0004526	ribonuclease P activity	3
GO:0004531	deoxyribonuclease II activity	3
GO:0004540	RNA nuclease activity	3
GO:0004550	nucleoside diphosphate kinase activity	3
GO:0004596	peptide alpha-N-acetyltransferase activity	3
GO:0004609	phosphatidylserine decarboxylase activity	3
GO:0004618	phosphoglycerate kinase activity	3
GO:0004707	MAP kinase activity	3
GO:0004792	thiosulfate sulfurtransferase activity	3
GO:0004813	alanine-tRNA ligase activity	3
GO:0004816	asparagine-tRNA ligase activity	3
GO:0004826	phenylalanine-tRNA ligase activity	3
GO:0004830	tryptophan-tRNA ligase activity	3
GO:0004831	tyrosine-tRNA ligase activity	3
GO:0004853	uroporphyrinogen decarboxylase activity	3
GO:0004867	serine-type endopeptidase inhibitor activity	3
GO:0005216	monoatomic ion channel activity	3
GO:0005242	inward rectifier potassium channel activity	3
GO:0005274	allantoin:proton symporter activity	3
GO:0005319	lipid transporter activity	3
GO:0005337	nucleoside transmembrane transporter activity	3
GO:0005345	purine nucleobase transmembrane transporter activity	3
GO:0005385	zinc ion transmembrane transporter activity	3
GO:0005457	GDP-fucose transmembrane transporter activity	3
GO:0005536	D-glucose binding	3
GO:0008124	4-alpha-hydroxytetrahydrobiopterin dehydratase activity	3
GO:0008409	5'-3' exonuclease activity	3
GO:0008519	ammonium channel activity	3
GO:0008569	minus-end-directed microtubule motor activity	3
GO:0008641	ubiquitin-like modifier activating enzyme activity	3
GO:0008798	beta-aspartyl-peptidase activity	3
GO:0008821	crossover junction DNA endonuclease activity	3
GO:0008878	glucose-1-phosphate adenylyltransferase activity	3
GO:0009916	alternative oxidase activity	3
GO:0015085	calcium ion transmembrane transporter activity	3
GO:0015093	ferrous iron transmembrane transporter activity	3
GO:0015098	molybdate ion transmembrane transporter activity	3
GO:0015140	malate transmembrane transporter activity	3
GO:0015179	L-amino acid transmembrane transporter activity	3
GO:0015369	calcium:proton antiporter activity	3
GO:0015419	ABC-type sulfate transporter activity	3
GO:0015505	uracil:monoatomic cation symporter activity	3
GO:0016161	beta-amylase activity	3
GO:0016462	pyrophosphatase activity	3
GO:0016628	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	3
GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	3
GO:0016783	sulfurtransferase activity	3
GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	3
GO:0016813	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines	3
GO:0016879	ligase activity, forming carbon-nitrogen bonds	3
GO:0016987	sigma factor activity	3
GO:0019825	oxygen binding	3
GO:0019902	phosphatase binding	3
GO:0030332	cyclin binding	3
GO:0030553	cGMP binding	3
GO:0030619	U1 snRNA binding	3
GO:0030628	pre-mRNA 3'-splice site binding	3
GO:0030943	mitochondrion targeting sequence binding	3
GO:0031956	medium-chain fatty acid-CoA ligase activity	3
GO:0032422	purine-rich negative regulatory element binding	3
GO:0032452	histone demethylase activity	3
GO:0032454	histone H3K9 demethylase activity	3
GO:0033204	ribonuclease P RNA binding	3
GO:0033862	UMP kinase activity	3
GO:0034511	U3 snoRNA binding	3
GO:0035312	5'-3' DNA exonuclease activity	3
GO:0035596	methylthiotransferase activity	3
GO:0035615	clathrin adaptor activity	3
GO:0035673	oligopeptide transmembrane transporter activity	3
GO:0042054	histone methyltransferase activity	3
GO:0042301	phosphate ion binding	3
GO:0042781	3'-tRNA processing endoribonuclease activity	3
GO:0043047	single-stranded telomeric DNA binding	3
GO:0044389	ubiquitin-like protein ligase binding	3
GO:0045174	glutathione dehydrogenase (ascorbate) activity	3
GO:0046556	alpha-L-arabinofuranosidase activity	3
GO:0046577	long-chain-alcohol oxidase activity	3
GO:0047372	monoacylglycerol lipase activity	3
GO:0047429	nucleoside triphosphate diphosphatase activity	3
GO:0047560	3-dehydrosphinganine reductase activity	3
GO:0048039	ubiquinone binding	3
GO:0050567	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity	3
GO:0051538	3 iron, 4 sulfur cluster binding	3
GO:0051920	peroxiredoxin activity	3
GO:0061575	cyclin-dependent protein serine/threonine kinase activator activity	3
GO:0070012	oligopeptidase activity	3
GO:0070034	telomerase RNA binding	3
GO:0097367	carbohydrate derivative binding	3
GO:0106292	superoxide-generating NADPH oxidase activity	3
GO:0140326	ATPase-coupled intramembrane lipid transporter activity	3
GO:0140663	ATP-dependent FeS chaperone activity	3
GO:0000009	alpha-1,6-mannosyltransferase activity	2
GO:0000064	L-ornithine transmembrane transporter activity	2
GO:0000095	S-adenosyl-L-methionine transmembrane transporter activity	2
GO:0000179	rRNA (adenine-N6,N6-)-dimethyltransferase activity	2
GO:0000298	endopolyphosphatase activity	2
GO:0000319	sulfite transmembrane transporter activity	2
GO:0000400	four-way junction DNA binding	2
GO:0001164	RNA polymerase I core promoter sequence-specific DNA binding	2
GO:0002094	polyprenyltransferase activity	2
GO:0003730	mRNA 3'-UTR binding	2
GO:0003747	translation release factor activity	2
GO:0003827	alpha-1,3-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity	2
GO:0003839	gamma-glutamylcyclotransferase activity	2
GO:0003844	1,4-alpha-glucan branching enzyme activity	2
GO:0003849	3-deoxy-7-phosphoheptulonate synthase activity	2
GO:0003855	3-dehydroquinate dehydratase activity	2
GO:0003856	3-dehydroquinate synthase activity	2
GO:0003860	3-hydroxyisobutyryl-CoA hydrolase activity	2
GO:0003865	3-oxo-5-alpha-steroid 4-dehydrogenase activity	2
GO:0003866	3-phosphoshikimate 1-carboxyvinyltransferase activity	2
GO:0003951	NAD+ kinase activity	2
GO:0003978	UDP-glucose 4-epimerase activity	2
GO:0003979	UDP-glucose 6-dehydrogenase activity	2
GO:0003984	acetolactate synthase activity	2
GO:0003987	acetate-CoA ligase activity	2
GO:0004034	aldose 1-epimerase activity	2
GO:0004049	anthranilate synthase activity	2
GO:0004066	asparagine synthase (glutamine-hydrolyzing) activity	2
GO:0004072	aspartate kinase activity	2
GO:0004084	branched-chain-amino-acid transaminase activity	2
GO:0004100	chitin synthase activity	2
GO:0004107	chorismate synthase activity	2
GO:0004108	citrate (Si)-synthase activity	2
GO:0004127	(d)CMP kinase activity	2
GO:0004128	cytochrome-b5 reductase activity, acting on NAD(P)H	2
GO:0004134	4-alpha-glucanotransferase activity	2
GO:0004140	dephospho-CoA kinase activity	2
GO:0004143	ATP-dependent diacylglycerol kinase activity	2
GO:0004149	dihydrolipoyllysine-residue succinyltransferase activity	2
GO:0004180	carboxypeptidase activity	2
GO:0004300	enoyl-CoA hydratase activity	2
GO:0004310	obsolete farnesyl-diphosphate farnesyltransferase activity	2
GO:0004311	farnesyltranstransferase activity	2
GO:0004326	tetrahydrofolylpolyglutamate synthase activity	2
GO:0004345	glucose-6-phosphate dehydrogenase activity	2
GO:0004349	glutamate 5-kinase activity	2
GO:0004351	glutamate decarboxylase activity	2
GO:0004359	glutaminase activity	2
GO:0004365	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity	2
GO:0004366	glycerol-3-phosphate O-acyltransferase activity	2
GO:0004372	glycine hydroxymethyltransferase activity	2
GO:0004385	guanylate kinase activity	2
GO:0004392	heme oxygenase (decyclizing) activity	2
GO:0004396	hexokinase activity	2
GO:0004412	homoserine dehydrogenase activity	2
GO:0004416	hydroxyacylglutathione hydrolase activity	2
GO:0004425	indole-3-glycerol-phosphate synthase activity	2
GO:0004523	RNA-DNA hybrid ribonuclease activity	2
GO:0004535	poly(A)-specific ribonuclease activity	2
GO:0004563	beta-N-acetylhexosaminidase activity	2
GO:0004586	ornithine decarboxylase activity	2
GO:0004594	pantothenate kinase activity	2
GO:0004604	phosphoadenylyl-sulfate reductase (thioredoxin) activity	2
GO:0004605	phosphatidate cytidylyltransferase activity	2
GO:0004614	phosphoglucomutase activity	2
GO:0004617	phosphoglycerate dehydrogenase activity	2
GO:0004634	phosphopyruvate hydratase activity	2
GO:0004640	phosphoribosylanthranilate isomerase activity	2
GO:0004654	polyribonucleotide nucleotidyltransferase activity	2
GO:0004657	proline dehydrogenase activity	2
GO:0004663	Rab geranylgeranyltransferase activity	2
GO:0004671	protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity	2
GO:0004691	cAMP-dependent protein kinase activity	2
GO:0004708	MAP kinase kinase activity	2
GO:0004719	protein-L-isoaspartate (D-aspartate) O-methyltransferase activity	2
GO:0004735	pyrroline-5-carboxylate reductase activity	2
GO:0004751	ribose-5-phosphate isomerase activity	2
GO:0004758	serine C-palmitoyltransferase activity	2
GO:0004764	shikimate 3-dehydrogenase (NADP+) activity	2
GO:0004765	shikimate kinase activity	2
GO:0004775	succinate-CoA ligase (ADP-forming) activity	2
GO:0004794	threonine deaminase activity	2
GO:0004797	thymidine kinase activity	2
GO:0004801	transaldolase activity	2
GO:0004805	trehalose-phosphatase activity	2
GO:0004807	triose-phosphate isomerase activity	2
GO:0004812	aminoacyl-tRNA ligase activity	2
GO:0004817	cysteine-tRNA ligase activity	2
GO:0004818	glutamate-tRNA ligase activity	2
GO:0004820	glycine-tRNA ligase activity	2
GO:0004821	histidine-tRNA ligase activity	2
GO:0004822	isoleucine-tRNA ligase activity	2
GO:0004823	leucine-tRNA ligase activity	2
GO:0004824	lysine-tRNA ligase activity	2
GO:0004825	methionine-tRNA ligase activity	2
GO:0004827	proline-tRNA ligase activity	2
GO:0004828	serine-tRNA ligase activity	2
GO:0004829	threonine-tRNA ligase activity	2
GO:0004832	valine-tRNA ligase activity	2
GO:0004834	tryptophan synthase activity	2
GO:0004852	uroporphyrinogen-III synthase activity	2
GO:0005047	signal recognition particle binding	2
GO:0005092	GDP-dissociation inhibitor activity	2
GO:0005262	calcium channel activity	2
GO:0005267	potassium channel activity	2
GO:0005338	nucleotide-sugar transmembrane transporter activity	2
GO:0005355	obsolete glucose transmembrane transporter activity	2
GO:0005388	P-type calcium transporter activity	2
GO:0005483	soluble NSF attachment protein activity	2
