GO	GO_Desc	Count
GO:0004620	phospholipase activity	2
GO:0004650	polygalacturonase activity	2
GO:0004656	procollagen-proline 4-dioxygenase activity	2
GO:0004805	trehalose-phosphatase activity	2
GO:0005261	monoatomic cation channel activity	2
GO:0005375	copper ion transmembrane transporter activity	2
GO:0005464	UDP-xylose transmembrane transporter activity	2
GO:0005536	D-glucose binding	2
GO:0005543	phospholipid binding	2
GO:0008061	chitin binding	2
GO:0008195	phosphatidate phosphatase activity	2
GO:0008271	secondary active sulfate transmembrane transporter activity	2
GO:0008308	voltage-gated monoatomic anion channel activity	2
GO:0008324	monoatomic cation transmembrane transporter activity	2
GO:0008381	mechanosensitive monoatomic ion channel activity	2
GO:0008428	ribonuclease inhibitor activity	2
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	2
GO:0008865	fructokinase activity	2
GO:0008948	oxaloacetate decarboxylase activity	2
GO:0010277	chlorophyllide a oxygenase activity	2
GO:0015203	polyamine transmembrane transporter activity	2
GO:0015267	channel activity	2
GO:0016413	O-acetyltransferase activity	2
GO:0016757	glycosyltransferase activity	2
GO:0016767	geranylgeranyl-diphosphate geranylgeranyltransferase activity	2
GO:0016780	phosphotransferase activity, for other substituted phosphate groups	2
GO:0016846	carbon-sulfur lyase activity	2
GO:0016985	mannan endo-1,4-beta-mannosidase activity	2
GO:0017056	structural constituent of nuclear pore	2
GO:0019104	DNA N-glycosylase activity	2
GO:0030410	nicotianamine synthase activity	2
GO:0030941	chloroplast targeting sequence binding	2
GO:0031267	small GTPase binding	2
GO:0042054	histone methyltransferase activity	2
GO:0043023	ribosomal large subunit binding	2
GO:0046910	pectinesterase inhibitor activity	2
GO:0047443	4-hydroxy-4-methyl-2-oxoglutarate aldolase activity	2
GO:0051015	actin filament binding	2
GO:0061631	ubiquitin conjugating enzyme activity	2
GO:0072542	protein phosphatase activator activity	2
GO:0140825	lactoperoxidase activity	2
GO:1990538	xylan O-acetyltransferase activity	2
GO:0000166	nucleotide binding	1
GO:0000179	rRNA (adenine-N6,N6-)-dimethyltransferase activity	1
GO:0000247	C-8 sterol isomerase activity	1
GO:0000703	oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity	1
GO:0000774	adenyl-nucleotide exchange factor activity	1
GO:0001055	RNA polymerase II activity	1
GO:0001181	RNA polymerase I general transcription initiation factor activity	1
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	1
GO:0003678	DNA helicase activity	1
GO:0003682	chromatin binding	1
GO:0003684	damaged DNA binding	1
GO:0003713	transcription coactivator activity	1
GO:0003714	transcription corepressor activity	1
GO:0003743	translation initiation factor activity	1
GO:0003777	microtubule motor activity	1
GO:0003830	beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	1
GO:0003839	gamma-glutamylcyclotransferase activity	1
GO:0003882	CDP-diacylglycerol-serine O-phosphatidyltransferase activity	1
GO:0003887	DNA-directed DNA polymerase activity	1
GO:0003999	adenine phosphoribosyltransferase activity	1
GO:0004045	aminoacyl-tRNA hydrolase activity	1
GO:0004055	argininosuccinate synthase activity	1
GO:0004061	arylformamidase activity	1
GO:0004089	carbonate dehydratase activity	1
GO:0004097	catechol oxidase activity	1
GO:0004124	cysteine synthase activity	1
GO:0004239	initiator methionyl aminopeptidase activity	1
GO:0004252	serine-type endopeptidase activity	1
GO:0004322	ferroxidase activity	1
GO:0004421	hydroxymethylglutaryl-CoA synthase activity	1
GO:0004439	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity	1
GO:0004445	inositol-polyphosphate 5-phosphatase activity	1
GO:0004462	lactoylglutathione lyase activity	1
GO:0004519	endonuclease activity	1
GO:0004525	ribonuclease III activity	1
GO:0004535	poly(A)-specific ribonuclease activity	1
GO:0004556	alpha-amylase activity	1
GO:0004559	alpha-mannosidase activity	1
GO:0004575	sucrose alpha-glucosidase activity	1
GO:0004632	phosphopantothenate--cysteine ligase activity	1
GO:0004649	poly(ADP-ribose) glycohydrolase activity	1
GO:0004675	transmembrane receptor protein serine/threonine kinase activity	1
GO:0004714	transmembrane receptor protein tyrosine kinase activity	1
GO:0004737	pyruvate decarboxylase activity	1
GO:0004769	steroid delta-isomerase activity	1
GO:0004812	aminoacyl-tRNA ligase activity	1
GO:0004857	enzyme inhibitor activity	1
GO:0004861	cyclin-dependent protein serine/threonine kinase inhibitor activity	1
GO:0004865	protein serine/threonine phosphatase inhibitor activity	1
GO:0005085	guanyl-nucleotide exchange factor activity	1
GO:0005096	GTPase activator activity	1
GO:0005179	hormone activity	1
GO:0005315	phosphate transmembrane transporter activity	1
GO:0005345	purine nucleobase transmembrane transporter activity	1
GO:0005388	P-type calcium transporter activity	1
GO:0005484	SNAP receptor activity	1
GO:0005504	fatty acid binding	1
GO:0005542	folic acid binding	1
GO:0005544	calcium-dependent phospholipid binding	1
GO:0008017	microtubule binding	1
GO:0008047	enzyme activator activity	1
GO:0008083	growth factor activity	1
GO:0008107	galactoside 2-alpha-L-fucosyltransferase activity	1
GO:0008131	primary methylamine oxidase activity	1
GO:0008157	protein phosphatase 1 binding	1
GO:0008198	ferrous iron binding	1
GO:0008199	ferric iron binding	1
GO:0008312	7S RNA binding	1
GO:0008320	protein transmembrane transporter activity	1
GO:0008408	3'-5' exonuclease activity	1
GO:0008519	ammonium channel activity	1
GO:0009881	photoreceptor activity	1
GO:0010283	pinoresinol reductase activity	1
GO:0010436	carotenoid dioxygenase activity	1
GO:0015079	potassium ion transmembrane transporter activity	1
GO:0015171	amino acid transmembrane transporter activity	1
GO:0015211	purine nucleoside transmembrane transporter activity	1
GO:0015250	water channel activity	1
GO:0015276	ligand-gated monoatomic ion channel activity	1
GO:0015377	chloride:monoatomic cation symporter activity	1
GO:0015605	organophosphate ester transmembrane transporter activity	1
GO:0016157	sucrose synthase activity	1
GO:0016168	chlorophyll binding	1
GO:0016207	4-coumarate-CoA ligase activity	1
GO:0016538	cyclin-dependent protein serine/threonine kinase regulator activity	1
GO:0016624	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor	1
GO:0016688	L-ascorbate peroxidase activity	1
GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	1
GO:0016717	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	1
GO:0016758	hexosyltransferase activity	1
GO:0016760	cellulose synthase (UDP-forming) activity	1
GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	1
GO:0016841	ammonia-lyase activity	1
GO:0016843	amine-lyase activity	1
GO:0016866	intramolecular transferase activity	1
GO:0016874	ligase activity	1
GO:0016984	ribulose-bisphosphate carboxylase activity	1
GO:0017018	myosin phosphatase activity	1
GO:0019784	deNEDDylase activity	1
GO:0019789	SUMO transferase activity	1
GO:0019900	kinase binding	1
GO:0019901	protein kinase binding	1
GO:0022843	voltage-gated monoatomic cation channel activity	1
GO:0030170	pyridoxal phosphate binding	1
GO:0030674	protein-macromolecule adaptor activity	1
GO:0030942	endoplasmic reticulum signal peptide binding	1
GO:0030976	thiamine pyrophosphate binding	1
GO:0030983	mismatched DNA binding	1
GO:0031386	protein tag activity	1
GO:0031490	chromatin DNA binding	1
GO:0031492	nucleosomal DNA binding	1
GO:0032454	histone H3K9 demethylase activity	1
GO:0032934	sterol binding	1
GO:0033926	endo-alpha-N-acetylgalactosaminidase activity	1
GO:0034338	short-chain carboxylesterase activity	1
GO:0034485	phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity	1
GO:0034513	box H/ACA snoRNA binding	1
GO:0034986	iron chaperone activity	1
GO:0035514	DNA demethylase activity	1
GO:0042393	histone binding	1
GO:0042937	tripeptide transmembrane transporter activity	1
GO:0043022	ribosome binding	1
GO:0043047	single-stranded telomeric DNA binding	1
GO:0043130	ubiquitin binding	1
GO:0044389	ubiquitin-like protein ligase binding	1
GO:0045505	dynein intermediate chain binding	1
GO:0045735	nutrient reservoir activity	1
GO:0046933	proton-transporting ATP synthase activity, rotational mechanism	1
GO:0046943	carboxylic acid transmembrane transporter activity	1
GO:0046961	proton-transporting ATPase activity, rotational mechanism	1
GO:0047617	fatty acyl-CoA hydrolase activity	1
GO:0047627	adenylylsulfatase activity	1
GO:0047750	cholestenol delta-isomerase activity	1
GO:0048038	quinone binding	1
GO:0050136	NADH:ubiquinone reductase (non-electrogenic) activity	1
GO:0050660	flavin adenine dinucleotide binding	1
GO:0051087	protein-folding chaperone binding	1
GO:0051536	iron-sulfur cluster binding	1
GO:0052745	inositol phosphate phosphatase activity	1
GO:0061928	glutathione specific gamma-glutamylcyclotransferase activity	1
GO:0070006	metalloaminopeptidase activity	1
GO:0071618	lysophosphatidylethanolamine acyltransferase activity	1
GO:0071771	aldehyde oxygenase (deformylating) activity	1
GO:0071916	dipeptide transmembrane transporter activity	1
GO:0080132	fatty acid 2-hydroxylase activity	1
GO:0102158	very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase activity	1
GO:0106245	L-serine-phosphatidylethanolamine phosphatidyltransferase activity	1
GO:0106290	trans-cinnamate-CoA ligase activity	1
GO:0140082	SUMO-ubiquitin ligase activity	1
GO:0140096	catalytic activity, acting on a protein	1
GO:0140664	ATP-dependent DNA damage sensor activity	1
GO:0140824	thioredoxin-dependent peroxiredoxin activity	1
GO:0160147	tRNA pseudouridine(38-40) synthase activity	1
